No_,Description,Base Unit of Measure,Gross Weight,Net Weight,Gen_ Prod_ Posting Group,Item Category Code,Fecha creación,Cód_ grupo precio,Unidad medida trabajo,Cód_ formato,Cód_ embalaje,Clave estadistica 1,Clave estadistica 2,Clave estadistica 4,Clave estadistica 5,Unidad medida LM,Categoria WEB 1,Categoria WEB 2,Grosor comercial,formato_Código,formato_Descripción,formato_Largo,formato_Alto,Superficie,formato_Grosor,Grupo_registro_IVA_produto,Unidad medida venta,Situación producto,embalaje_Codigo,Embalaje_Descripcion,Cód formato,Piezas/Caja,M2/Caja,Cajas/Palet,M2/Pallet,MLin/Caja,EAN,Cód. arancelario
A038238,PELDAÑO RECTO C1 TRIANA PERLA 33X120,PZ,12.27,12.06,PAV/REV,PAV/REV,23/02/2021,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,TRIANA,,APE,33X120,3.17,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A033386,PELDAÑO RECTO ANT. C3 NUOVA 33X120,PZ,12.95,12.73,PAV/REV,PAV/REV,12/01/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,VITA,,APE,33X120,3.25,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A035238,PELDAÑO FIOR. ANT. C3 TRAVERTINO BRESCIA 33X120,PZ,11.82,11.61,PAV/REV,PAV/REV,14/02/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.31,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A035239,PELDAÑO FIOR. ANT. C3 TRAVERTINO SILVER 33X120,PZ,11.82,11.53,PAV/REV,PAV/REV,14/02/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A034443,PELDAÑO RECTO ANT. C3 MADAGASCAR NOCE 33X120,PZ,11.82,11.61,PAV/REV,PAV/REV,07/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.23,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A034444,PELDAÑO RECTO ANT. C3 TRAVERTINO BRESCIA 33X120,PZ,12.27,12.06,PAV/REV,PAV/REV,07/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.17,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A034445,PELDAÑO RECTO ANT. C3 TRAVERTINO SILVER 33X120,PZ,11.82,11.61,PAV/REV,PAV/REV,07/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.29,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A034441,PELDAÑO RECTO ANT. C3 WABI BIANCO 33X120,PZ,12.73,12.5,PAV/REV,PAV/REV,07/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.15,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A034439,PELDAÑO RECTO ANT. C3 WABI GRAFITE 33X120,PZ,12.73,12.5,PAV/REV,PAV/REV,07/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.16,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A034440,PELDAÑO RECTO ANT. C3 WABI SABBIA 33X120,PZ,12.41,12.19,PAV/REV,PAV/REV,07/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.3,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A034442,PELDAÑO RECTO ANT. C3 WABI TAUPE 33X120,PZ,12.59,12.37,PAV/REV,PAV/REV,07/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.2,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A036252,PELDAÑO RECTO C1 WABI BIANCO 33X120,PZ,12.73,12.5,PAV/REV,PAV/REV,30/07/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.24,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A036250,PELDAÑO RECTO C1 WABI GRAFITE 33X120,PZ,11.82,11.53,PAV/REV,PAV/REV,30/07/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A036251,PELDAÑO RECTO C1 WABI SABBIA 33X120,PZ,11.82,11.61,PAV/REV,PAV/REV,30/07/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.34,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A036253,PELDAÑO RECTO C1 WABI TAUPE 33X120,PZ,11.82,11.61,PAV/REV,PAV/REV,30/07/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WABI SABI,,APE,33X120,3.2,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A034309,PELDAÑO RECTO ANT. C3 WORK B BIANCO 33X120,PZ,12.73,12.5,PAV/REV,PAV/REV,02/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WORK,,APE,33X120,3.3,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A034310,PELDAÑO RECTO ANT. C3 WORK B CENERE 33X120,PZ,12.73,12.5,PAV/REV,PAV/REV,02/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WORK,,APE,33X120,3.3,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A034312,PELDAÑO RECTO ANT. C3 WORK B TAUPE 33X120,PZ,12.45,12.24,PAV/REV,PAV/REV,02/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WORK,,APE,33X120,3.3,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A034313,PELDAÑO RECTO ANT. C3 WORK W NATURAL 33X120,PZ,12.64,12.42,PAV/REV,PAV/REV,02/08/2018,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WORK,,APE,33X120,3.23,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43531E+12,69074000
A036254,PELDAÑO RECTO C1 WORK B BIANCO 33X120,PZ,12.5,12.28,PAV/REV,PAV/REV,30/07/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WORK,,APE,33X120,3.22,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A036255,PELDAÑO RECTO C1 WORK B CENERE 33X120,PZ,12.73,12.5,PAV/REV,PAV/REV,30/07/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WORK,,APE,33X120,3.3,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A036257,PELDAÑO RECTO C1 WORK B TAUPE 33X120,PZ,12.73,12.5,PAV/REV,PAV/REV,30/07/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WORK,,APE,33X120,3.22,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A036258,PELDAÑO RECTO C1 WORK W NATURAL 33X120,PZ,11.82,11.53,PAV/REV,PAV/REV,30/07/2019,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,WORK,,APE,33X120,3.2,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A040108,PELDAÑO RECTO ANT C3 YOHO CASHEW 33X120,PZ,12.64,12.42,PAV/REV,PAV/REV,21/11/2022,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,YOHO,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,,69074000
A040111,PELDAÑO RECTO ANT C3 YOHO NUT 33X120,PZ,12.64,12.42,PAV/REV,PAV/REV,21/11/2022,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,YOHO,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,,69074000
A040110,PELDAÑO RECTO ANT C3 YOHO SANDAL 33X120,PZ,12.64,12.42,PAV/REV,PAV/REV,21/11/2022,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,YOHO,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,,69074000
A040109,PELDAÑO RECTO ANT C3 YOHO SESAME 33X120,PZ,12.64,12.42,PAV/REV,PAV/REV,21/11/2022,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,YOHO,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,,69074000
A040104,PELDAÑO RECTO C1 YOHO CASHEW 33X120,PZ,12.64,12.42,PAV/REV,PAV/REV,21/11/2022,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,YOHO,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,,69074000
A040107,PELDAÑO RECTO C1 YOHO NUT 33X120,PZ,12.64,12.42,PAV/REV,PAV/REV,21/11/2022,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,YOHO,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,,69074000
A040106,PELDAÑO RECTO C1 YOHO SANDAL 33X120,PZ,12.64,12.42,PAV/REV,PAV/REV,21/11/2022,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,YOHO,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,,69074000
A040105,PELDAÑO RECTO C1 YOHO SESAME 33X120,PZ,12.64,12.42,PAV/REV,PAV/REV,21/11/2022,K91,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA ESP,APE,YOHO,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,,69074000
A035801,2 PELDAÑO RECTO ANT.C3 TRAVERTINO SILVER 33X120 2,PZ,11.82,11.53,PAV/REV,PAV/REV,06/06/2019,JM,PZ,33X120,E120X33/12-11SASSO/C,EXTRUSI,PZA.ESP,APE,WABI SABI,,APE,33X120,0,33X120,33x120,120,33,0.4,0,IVA 21,PZ,C,E120X33/12-11SASSO/C,E120x33/12-11SASSO/COSTILLA,33X120,2,0.79,11,8.71,2.5,8.43557E+12,69074000
A039018,PELD. INGL. SIMPLE ANTI-SLIP WORK B COAL  30X120X3,PZ,6.4,6.29,PAV/REV,PAV/REV,04/01/2023,K91,PZ,30X120,30X120/2-11,PC BIA GL,PZA.ESP,APE,WORK,PZ,APE,30X120,2.94,30X120,30X120,120,30,0.36,0,IVA 21,PZ,C,30X120/2-11,30x120/2-11,30X120,2,0.72,11,7.92,2.4,8.43557E+12,69074000
A039591,PELD. INGL. SIMPLE WORK B COAL 30X120X3,PZ,10.09,9.91,PAV/REV,PAV/REV,04/01/2023,K91,PZ,30X120,30X120/2-11,PC BIA GL,PZA.ESP,APE,WORK,PZ,APE,30X120,2.94,30X120,30X120,120,30,0.36,0,IVA 21,PZ,C,30X120/2-11,30x120/2-11,30X120,2,0.72,11,7.92,2.4,8.43557E+12,69074000
A039637,PELDAÑO RECTO ANT. C3 SEQUOIA BIRCH 33X150,PZ,15.74,15.47,PAV/REV,PAV/REV,30/05/2022,K84,PZ,33X150,33X150/2-11,EXTRUSI,PZA ESP,APE,SEQUOIA,,APE,33X150,0,33X150,33X150,150,33,0.5,0,IVA 21,PZ,C,33X150/2-11,33X150/2-11,33X150,2,0.99,11,10.89,3,8.43557E+12,69074000
A039639,PELDAÑO RECTO ANT. C3 SEQUOIA HONEY 33X150,PZ,15.82,15.54,PAV/REV,PAV/REV,30/05/2022,K84,PZ,33X150,33X150/2-11,EXTRUSI,PZA ESP,APE,SEQUOIA,,APE,33X150,32.9,33X150,33X150,150,33,0.5,0,IVA 21,PZ,C,33X150/2-11,33X150/2-11,33X150,2,0.99,11,10.89,3,8.43557E+12,69074000
A039640,PELDAÑO RECTO ANT. C3 SEQUOIA WALNUT 33X150,PZ,15.82,15.54,PAV/REV,PAV/REV,30/05/2022,K84,PZ,33X150,33X150/2-11,EXTRUSI,PZA ESP,APE,SEQUOIA,,APE,33X150,32.97,33X150,33X150,150,33,0.5,0,IVA 21,PZ,C,33X150/2-11,33X150/2-11,33X150,2,0.99,11,10.89,3,8.43557E+12,69074000
A039642,PELDAÑO RECTO C1 SEQUOIA BIRCH 33X150,PZ,15.82,15.54,PAV/REV,PAV/REV,30/05/2022,K84,PZ,33X150,33X150/2-11,EXTRUSI,PZA ESP,APE,SEQUOIA,,APE,33X150,32.9,33X150,33X150,150,33,0.5,0,IVA 21,PZ,C,33X150/2-11,33X150/2-11,33X150,2,0.99,11,10.89,3,8.43557E+12,69074000
A039643,PELDAÑO RECTO C1 SEQUOIA CHERRY TREE 33X150,PZ,15.82,15.54,PAV/REV,PAV/REV,30/05/2022,K84,PZ,33X150,33X150/2-11,EXTRUSI,PZA ESP,APE,SEQUOIA,,APE,33X150,32.97,33X150,33X150,150,33,0.5,0,IVA 21,PZ,C,33X150/2-11,33X150/2-11,33X150,2,0.99,11,10.89,3,8.43557E+12,69074000
A039644,PELDAÑO RECTO C1 SEQUOIA HONEY 33X150,PZ,15.82,15.54,PAV/REV,PAV/REV,30/05/2022,K84,PZ,33X150,33X150/2-11,EXTRUSI,PZA ESP,APE,SEQUOIA,,APE,33X150,32.9,33X150,33X150,150,33,0.5,0,IVA 21,PZ,C,33X150/2-11,33X150/2-11,33X150,2,0.99,11,10.89,3,8.43557E+12,69074000
A039646,PELDAÑO RECTO C1 SEQUOIA OAK 33X150,PZ,15.82,15.54,PAV/REV,PAV/REV,30/05/2022,K84,PZ,33X150,33X150/2-11,EXTRUSI,PZA ESP,APE,SEQUOIA,,APE,33X150,32.9,33X150,33X150,150,33,0.5,0,IVA 21,PZ,C,33X150/2-11,33X150/2-11,33X150,2,0.99,11,10.89,3,8.43557E+12,69074000
A039645,PELDAÑO RECTO C1 SEQUOIA WALNUT 33X150,PZ,15.82,15.54,PAV/REV,PAV/REV,30/05/2022,K84,PZ,33X150,33X150/2-11,EXTRUSI,PZA ESP,APE,SEQUOIA,,APE,33X150,32.9,33X150,33X150,150,33,0.5,0,IVA 21,PZ,C,33X150/2-11,33X150/2-11,33X150,2,0.99,11,10.89,3,8.43557E+12,69074000
A038522,DECOR VISAYA I RECT 120X260,PZ,50.91,50.02,PORCELANIC,PORCELANIC,04/01/2023,K98,PZ,120X260,120X260/11,PC BIA GL,PZA.ESP,XLINING,ATELIER,,XLINING,120X260,0.62,120X260,120X260,260,120,3.12,0,IVA 21,PZ,C,120X260/11,120X260/11,120X260,1,3.12,11,34.32,2.6,8.43557E+12,69074000
A038523,DECOR VISAYA II RECT 120X260,PZ,50.64,49.75,PORCELANIC,PORCELANIC,04/01/2023,K98,PZ,120X260,120X260/11,PC BIA GL,PZA.ESP,XLINING,ATELIER,,XLINING,120X260,0.62,120X260,120X260,260,120,3.12,0,IVA 21,PZ,C,120X260/11,120X260/11,120X260,1,3.12,11,34.32,2.6,8.43557E+12,69074000
A039480,"ZANQUIN RECTO WABI SABBIA LAP. 7,5X60",PZ,1.91,1.88,RODAPIE,RODAPIE,04/01/2023,K09,PZ,"7,5X60","7,5X60/8",PC BIA GL,PZA ESP,APE,WABI SABI,PZ,APE,"7,5X60",0.93,"7,5X60","7,5x60",60,7.5,0,0,IVA 21,PZ,C,"7,5X60/8","7,5x60/8","7,5X60",8,0.36,12,4.32,4.8,8.43557E+12,69074000
A037750,"ZANQUIN FIOR. DCHA. TRAVERTINO BRESCIA STRU 7,5X60",PZ,1.94,1.91,RODAPIE,RODAPIE,04/01/2023,K09,PZ,"7,5X60","7,5X60/8",PC BIA UGL,PZA.ESP,APE,WABI SABI,PZ,APE,"7,5X60",0,"7,5X60","7,5x60",60,7.5,0,0,IVA 21,PZ,C,"7,5X60/8","7,5x60/8","7,5X60",8,0.36,12,4.32,4.8,8.43557E+12,69074000
A027507,DECOR TIMELESS SAND 30X90,PZ,5.03,4.91,PAV/REV,PAV/REV,04/01/2023,K53,PZ,30X90,30X90/4-12,REVESTI,PZA ESP,APE,TIMELESS,PZ,APE,30X90,1.19,30X90,30X90,90,30,0.27,0,IVA 21,PZ,C,30X90/4-12,30X90/4-12,30X90,4,1.08,12,12.96,3.6,8.43531E+12,69074000
A027506,DECOR TIMELESS WHITE 30X90,PZ,5.03,4.94,PAV/REV,PAV/REV,04/01/2023,K53,PZ,30X90,30X90/4-12,REVESTI,PZA ESP,APE,TIMELESS,PZ,APE,30X90,1.19,30X90,30X90,90,30,0.27,0,IVA 21,PZ,C,30X90/4-12,30X90/4-12,30X90,4,1.08,12,12.96,3.6,8.43531E+12,69074000
A036941,ALPI GREEN POL. RECT. 120X260,PZ,51.08,50.18,PORCELANIC,PORCELANIC,03/01/2020,J32,M2,120X260,120X260/1,PC BIA GL,BASE,XLINING,ALPI GREEN,,XLINING,120X260,0.56,120X260,120X260,260,120,3.12,0,IVA 21,M2,C,120X260/1,120X260/1,120X260,1,3.12,13,40.56,2.6,8.43557E+12,69072100
A036488,DECOR SET(2) SIENA SILVER SHINE 25X75,PZ,2.97,2.92,DEC REVEST,DEC REVEST,04/01/2023,K71,PZ,25X75,25 X 75/6_E5,REVESTI,PZA ESP,APE,TRAVERTINO,PZ,APE,25X75,0.98,25X75,25X75,75,25,0.19,0,IVA 21,PZ,C,25 X 75/6_E5,25 X 75/6_E5,25X75,6,1.13,14,15.75,4.5,8.43557E+12,69074000
A031627,"DECOR CHIC I PEARL 31,6X90",PZ,5,4.88,PAV/REV,PAV/REV,04/01/2023,K79,PZ,"31,6X90","31,6X90/4-14",REVESTI,PZA ESP,APE,CHIC,PZ,APE,"31,6X90",1.02,"31,6X90","31,6X90",90,31.6,0.28,0,IVA 21,PZ,C,"31,6X90/4-14","31,6x90/4-14","31,6X90",4,1.14,14,15.93,3.6,8.43531E+12,69074000
A031897,"DECOR CHIC II CREAM 31,6X90",PZ,5,4.88,PAV/REV,PAV/REV,04/01/2023,K79,PZ,"31,6X90","31,6X90/4-14",REVESTI,PZA ESP,APE,CHIC,PZ,APE,"31,6X90",1.02,"31,6X90","31,6X90",90,31.6,0.28,0,IVA 21,PZ,C,"31,6X90/4-14","31,6x90/4-14","31,6X90",4,1.14,14,15.93,3.6,8.43531E+12,69074000
A031625,"DECOR CHIC II PEARL 31,6X90",PZ,5.55,5.46,PAV/REV,PAV/REV,04/01/2023,K79,PZ,"31,6X90","31,6X90/4-14",REVESTI,PZA ESP,APE,CHIC,PZ,APE,"31,6X90",1.05,"31,6X90","31,6X90",90,31.6,0.28,0,IVA 21,PZ,C,"31,6X90/4-14","31,6x90/4-14","31,6X90",4,1.14,14,15.93,3.6,8.43531E+12,69074000
A031898,"DECOR CHIC III CREAM 31,6X90",PZ,5.79,5.68,PAV/REV,PAV/REV,04/01/2023,K79,PZ,"31,6X90","31,6X90/4-14",REVESTI,PZA ESP,APE,CHIC,PZ,APE,"31,6X90",1.02,"31,6X90","31,6X90",90,31.6,0.28,0,IVA 21,PZ,C,"31,6X90/4-14","31,6x90/4-14","31,6X90",4,1.14,14,15.93,3.6,8.43531E+12,69074000
A031626,"DECOR CHIC III PEARL 31,6X90",PZ,5,4.88,PAV/REV,PAV/REV,04/01/2023,K79,PZ,"31,6X90","31,6X90/4-14",REVESTI,PZA ESP,APE,CHIC,PZ,APE,"31,6X90",1.06,"31,6X90","31,6X90",90,31.6,0.28,0,IVA 21,PZ,C,"31,6X90/4-14","31,6x90/4-14","31,6X90",4,1.14,14,15.93,3.6,8.43531E+12,69074000
A034552,"DECOR SET(2) VERGEL 31,6X90",PZ,5,4.88,PAV/REV,PAV/REV,04/01/2023,K78,PZ,"31,6X90","31,6X90/4-14 SASSO",REVESTI,PZA ESP,APE,CRAYON,PZ,APE,"31,6X90",1.08,"31,6X90","31,6X90",90,31.6,0.28,0,IVA 21,PZ,C,"31,6X90/4-14 SASSO","31,6x90/4-14 SASSO","31,6X90",4,1.14,14,15.93,3.6,8.43531E+12,69074000
A031896,"DECOR CHIC I CREAM 31,6X90",PZ,5,4.88,PAV/REV,PAV/REV,04/01/2023,K79,PZ,"31,6X90","31,6X90/4-14",REVESTI,PZA.ESP,APE,CHIC,PZ,APE,"31,6X90",1.06,"31,6X90","31,6X90",90,31.6,0.28,0,IVA 21,PZ,C,"31,6X90/4-14","31,6x90/4-14","31,6X90",4,1.14,14,15.93,3.6,8.43531E+12,69074000
A038812,STARON ASPEN ALDER 3680X760X12,PZ,61.05,60,SOLIDSURF,SOLIDSURF,02/07/2021,JM,PZ,3680X760X1,3680X760X12/15,SOLIDSURF,PLANCHA,STARON,ASPEN,,STARON,3680X760X1,0,3680X760X1,3680X760X12,368,76,2.8,0,IVA 21,PZ,C,3680X760X12/15,3680X760X12/15,3680X760X1,1,2.8,15,41.95,3.68,A038812,39205100
A034016,STARON ASPENFIESTA 3680X760X12,PZ,61.05,60,SOLIDSURF,SOLIDSURF,08/06/2018,JM,PZ,3680X760X1,3680X760X12/15,SOLIDSURF,PLANCHA,STARON,ASPEN,,STARON,3680X760X1,0,3680X760X1,3680X760X12,368,76,2.8,0,IVA 21,PZ,C,3680X760X12/15,3680X760X12/15,3680X760X1,1,2.8,15,41.95,3.68,A034016,39205100
A033022,STARON ASPENLILY 3680X760X12,PZ,61.05,60,SOLIDSURF,SOLIDSURF,16/10/2017,JM,PZ,3680X760X1,3680X760X12/15,SOLIDSURF,PLANCHA,STARON,ASPEN,,STARON,3680X760X1,0,3680X760X1,3680X760X12,368,76,2.8,0,IVA 21,PZ,C,3680X760X12/15,3680X760X12/15,3680X760X1,1,2.8,15,41.95,3.68,A033022,39205100
A038515,STARON METALLIC GALAXY 3680x760x12,PZ,61.05,60,SOLIDSURF,SOLIDSURF,21/04/2021,JM,PZ,3680X760X1,3680X760X12/15,SOLIDSURF,PLANCHA,STARON,METALL,,STARON,3680X760X1,0,3680X760X1,3680X760X12,368,76,2.8,0,IVA 21,PZ,C,3680X760X12/15,3680X760X12/15,3680X760X1,1,2.8,15,41.95,3.68,A038515,39205100
A033946,STARON METALLICYUKON 3680x760x12,PZ,61.05,60,SOLIDSURF,SOLIDSURF,18/05/2018,JM,PZ,3680X760X1,3680X760X12/15,SOLIDSURF,PLANCHA,STARON,METALL,,STARON,3680X760X1,1.2,3680X760X1,3680X760X12,368,76,2.8,0,IVA 21,PZ,C,3680X760X12/15,3680X760X12/15,3680X760X1,1,2.8,15,41.95,3.68,A033946,39205100
A032647,STARON PEBBLE EBONY 3680x760x12,PZ,0.28,0.28,SOLIDSURF,SOLIDSURF,25/07/2017,JM,PZ,3680X760X1,3680X760X12/15,SOLIDSURF,PLANCHA,STARON,PEBBLE,,STARON,3680X760X1,1.2,3680X760X1,3680X760X12,368,76,2.8,0,IVA 21,PZ,C,3680X760X12/15,3680X760X12/15,3680X760X1,1,2.8,15,41.95,3.68,A032647,39205100
